,Steam_Id,Name,Description,Copies_Sold
117,1987100,SERANU,"Find lost treasure, fame and fortune in the ruins of an Ancient Lost City! SERANU brings spelunking to the PC in a single-player adventure full of puzzles and mysteries!Join Charlie Danger, renowned globe-trotting explorer, and his loyal and chatty partner Downy in their strange and mythical misadventure. Descend to the deepest parts of the ruins of Seranu where you'll find numerous dangers in order to unravel its secrets, evade traps, solve puzzles, and seek fortune and glory. Make sure to add SERANU to your Wishlist to be one of the first to experience this adventure when the game launches!",0
118,1987110,虚幻宇宙：重启,"世界首款虚幻引擎5游戏早期访问版，FPS界的类魂游戏，难度高，除非是真高手，否则百分之九十九会被整惨，颠覆传统准星瞄准类第一人称射击游戏，角色移动影响射击方向，史诗与微末的巧妙结合，架空宇宙，改变传统游戏游玩感受，使游戏感受与真实感受高度融合，在这里你将获得其他游戏给不了你的感受，当然代价是其他游戏甚至魂类游戏都给不了你的折磨，也许这就是人生吧，通关游戏不仅需要技术而且还需要一些概率事件（部分人称之为运气运气）（你要是能通关，作者愿称你为宇宙最强）

W向前 S向后 A向左 D向右 鼠标左键射击 空格键跳跃 同时可以按左shift在奔跑状态下完成上述操作（但为了仿真，奔跑时操作会特别晃动，玩家要在速度与稳定中取舍）
武器可能是来自另一个宇宙的支援，未知的事物实在太多，你要一步一步自己发现，最重要的是你现在需要冲破怪物的阻拦到前方去救你的老婆们
请在无限的轮回中发现自己的移动速度和敌人移动速度的差距，敌人伤害，和自己的伤害承受力，特别是判断子弹方向和落点等，在这里尽量不透露游戏信息
你只需只知道，你一睁眼（无开始菜单，直接游戏）就发现一群怪物向你冲来，而你手持双黄金ak，远方还有老婆们等你去救，还等什么？当然掏出枪去射啊！

本游戏力图突破已往思维，让玩家如同身临其境，想办法去除任何游戏控制面板（早期版本不得不加一些文字）让玩家感觉自己不是在玩游戏而是亲身参与一些事，接下来会想办法加入大量中文语音，通过语音的方式而不是文字说明让玩家知道自己在干什么事，尽最大可能让玩家脱离以往游戏各种设置和画质选择难题，更要照顾一些电脑配置一般的玩家，就像让玩家读了一本书，看了一部电影，听了一个故事，交了一个朋友，产生自己的思考。

巨量的敌人神出鬼没，突然袭击，超快的速度，超高的伤害
而你手持双黄金ak，无限子弹，无后坐力，强力的跳跃，在受到致命伤害前你会被一种力量重生，最重要的是你拥有有睿智的大脑
虽然对这个虚幻宇宙貌似一无所知，但有很多事需要做，恢复自己的重伤，修复自己的铠甲，营救自己的老婆们，完成伟大的事业，拯救全宇宙
不可描述的力量保护着你，还会遇到穿越宇宙只为帮助你的同志

为庆祝国际五一劳动节而提前发布，写此说明的时间是北京时间4月30日，不知道Steam什么时候能通过审核，只要审核通过，立刻发布
任何不满还请不要差评，作者真心想做一款伟大的游戏，请直接加群或联系作者qq，任何批评和建议都会虚心接受，保证给你一个满意的答复
同志，请和我一起做一款伟大的游戏把！

特别感谢虚幻引擎和虚幻商城还有微软的大力支持！

(如果电脑配置一般，游戏目录里有低画质补丁)
(早期访问版，配音和许多东西没有做完)

官方问题反馈群298536591
(游戏设定是你可能进入了虚幻宇宙，运行程序后，将不会出现像其他游戏那样的游戏菜单，而是直接出现在怪物面前，游戏（人生）无法暂停，只可以通过人类文明的强大技术（任务管理器或开始菜单）强行离开虚幻宇宙，不断完善游戏后游戏里的多数字体都会被中文配音取代，从而获得更强的沉浸感受。)

为最大限度的提升游戏性能以及一些其他的原因，游戏未作加密，当然，游戏会尽可能的高频更新。
最后，各位同志，且玩且珍惜吧，这游戏得罪了不少人，得罪了纳粹，得罪了精日，得罪了精资，搞不好还会得罪......

人类文明万岁",15
119,1987120,Arclight Beat,"Arclight Beat is a minimalistic rhythm-based 3D platformer in which you control various level elements by modifying the music.Jump and control the world at the rhythm of the beat in order to beat challenging music-inspired levels in this charming mix of platforming and puzzles! Create a custom soundtrack by placing beats in different spots and watch as the world adapts to the music. Rearrange the beat mixer, run and jump in order to reach the end! 20 levels with 4 different music themes Rhythm-based 3d platforming Engaging puzzles 4 bonus scrolling levels This game was developed as a student project at DigiPen Institute of Technology Europe - Bilbao and was created for educational purposes only. Please check out our publisher page for more information.",4331
120,1987130,风流霸业,"客服联系方式：关注微信公众号“黑兔游戏”选择 人工客服或联系qq客服1903712845  游戏交流群：526421039
《汉室雄风》是一款以三国世界观为背景 ，集国战玩法、策略回合、卡牌武将养成于一身的卡牌游戏。 近百名史诗武将震撼登场，自由个性养成，组建百变阵容，体验丰富有挑战的PVE玩法，让三国历史战役在你的指尖生动重现。游戏倡导养肝护肝，放置挂机，绿色游戏!
【游戏特色】——真正的三国游戏应该还原真实战场，突出三国城池的攻防战，主公排兵布阵，打下属于自己的城池并排兵驻守，武将养成，兵种克制，主城科技，副本与国战等SLG核心玩法
【挂机高收益】——在SLG玩法足够丰富基础上，针对三国泛用户，加入挂机系统，玩家无论在线还是离线状态，都能获得高收益，从而降低挫败感，让散人也能在三国世界里征战天下。
【名将云集】——汇集三国史实数百武将，囊括大量谋臣英雄美人，我们将持续更新，我们会认真记录玩家反馈，用心改善此游戏，期待您的加入。
【国战】——加入军团参与攻城国战！战斗疲劳设定，国战不再是土豪收割游戏
【平定中原】——没武将？租个武将陪你过，更有极品群回复武将领取
【无双试炼】——策略BUFF选择，过关斩将，极品神装等你挑战。
【竞技场】——PVP特长武将售卖，武将进阶材料特供
【蛮族入侵】——坐骑商店，战马养成，技能搭配彰显策略化搭配
游戏中还有其他繁多的设定，多样的战力系统等着你来发现.",802
121,1987140,Fertile Heroine Seaworthy,"Gameplay OverviewYou play as Seaworthy--Oceanus's last defender against a mysterious alien invasion. You will move through semi-randomly generated maps and encounter monsters along the way which you must fight via the game's combat system.After each battle you may use the experience points to upgrade yourself, improving and significantly changing your fighting capabilities in modern rogue-like fashion. Other events such as loot and merchant can also improve your power in unique ways.Due to the corruptive origin of your monstrous enemies, they may attack you in sexual as well as physical ways, and may inject you with their various genetic materials. These materials will hamper your combat abilities, but can also be traded for various rewards. You can even use them to give birth to minions, who will assist you in battle.Combat systemThe combat system is completely unlike typical menu-based RPGs: Your various abilities are in the form of tokens--physical objects that are shaken around in a tray from which 3 or more are selected each turn. You can then chose to use these tokens and their associated abilities, or reroll your tray to select new tokens. Various game mechanics adds layers of complexity to this underlying system, making it more engaging then traditional RPGs.As a modern rogue-like, the combat as well as progression throughout each play session incorporates many tested-and-true features, such as forecasted enemy-intent, limited RNG usage, and non-linear growth.Sexual contentThis game contains a large amount of explicit sexual images intended for an adult audience.Besides miscellaneous explicit graphics in UIs and cutscenes, each enemy in this game has 2 unique, hand-drawn images showing its...interaction with the heroine. (In early access many of these are placeholder but will be replaced by polish art as the game finishes)As the game develops through Early Access, new features such as NPC interactions will add new ways for the player to admire mature works of art.DedicationThis game is made for the lovely Seaworthy.Without her funding and support throughout development, the game would not be possible.",96
122,1987150,棋物语 Stick Go story,"The girl in white suddenly opened her eyes, trying to turn her head to look around in panic. The next moment, the hair at the back of her head was in great pain as if it was torn. She desperately lowered her head again, heart tightened.The positions that used to be the hands now turned into two white balls, glowing with a hazy cold light. The arms seemed to suddenly become pale and thin, and white balls were also embedded in the elbows. The tightly bound ""legs"" and ""feet"" were also shaped like this.Kidnapping? captivity?Human-body modification? The girl, mind blank, heard a distant voice that seemed to have magic power—Welcome to“The World of Stick & Go Pieces”",92
123,1987170,Muv-Luv Alternative - Integral Works (Japanese Only),"(This is the Japanese version of the codex, with some small differences! If you can't read Japanese, please download the English version!) 

通称『メカ本』が、ファンの皆様のご要望に応えて電子書籍になりました！
巻頭ピンナップ、戦術機開発系統図などメカ本の内容を完全に収録！
テキスト検索もしやすいpdf版となります。
※内容は印刷書籍と同等となります
※pdf化に伴い印刷書籍と比較してデザイン上の差異がある場合がございます
----------------------------------------------------------------
【pdfページ数】
363ページ
本文：352ページ
・巻頭ピンナップ
・戦術機開発系統図
・販促ポスター
【容量】
404MB",
124,1987220,Enatus Radi,"Sometimes she can be selfish, but no one would blame her. She has no memory of her past. She also is the key character of the main story.A normal adventurer. She gets involved in Ena's journey because of her kindness. She's poker face and always in a low tension.Her favorite thing is sleeping. She takes care of Ena, who lost her memory and she seems to know something about Ena's secret ...A soldier who likes cute things. She always acts like an older sister, and gets scolded by Cielo every time she tries to do naughty things to other girls.After the protagonist wakes up, he finds that he has lost his memory.The first girl he met named Ena also lost her memory. In order to find the reason and the truth, they embarked on a journey to the world.During their journey, they made acquaintances with companions with different personalities, which also made this journey full of laughter and colorful memories.Classic turn-based battle JRPGUnique skill treesWeapon gacha systemCollect materials on the fieldMultiple difficulty levels",2668
125,1987230,鳥獣妖怪戯画 (Choju Yokai Giga) Soundtrack,"Sound track for Choju Yokai Giga.

Your purchase will go towards development for future games!",
126,1987260,The Nine Tailed Celestial Fox,"Important Note: This game is still in the testing phase, currently developed about 50%. Due to being developed by a small team and lacking sufficient testing feedback, we are releasing it early to gather player feedback. Please do not compare it to games developed by professional teams over many years. There are still many features to be implemented and numerous bugs waiting to be resolved.
English version will come soon.

Game World:
The game world concept blends Chinese ancient mythology, geographical texts like Shan Hai Jing, and the Buddhist concept of the Three Realms Six Worlds. In this world, there are demons, monsters, spirits, gods, and even creatures from both Eastern and Western mythology. Players can choose any race to begin their cultivation journey. Of course, it's all thanks to a nine-tailed celestial fox's avatar taking residence inside your body. With her presence, you have protection and guidance – if you can't win, at least you can escape!

Art Style:
The game's content includes monsters from both East and West, giving it a fusion of artistic styles rather than being purely Eastern or Western. The style might still be immature, and many character images may be rough; we ask for your understanding. The complete version will be more refined. Although I corporated AI assistance into development a year and a half later, the artistic style was already mostly formed.


Game Mechanics:
1.Random Generation: Randomness is a core aspect of this game. Maps, dungeons, characters, equipment attributes, and even some martial arts attributes are all randomly generated.
2.Casual Combat: Originally, combat was turn-based RPG in a side-scrolling format. However, due to laziness, characters now fight automatically, and I disliked repeatedly selecting skills, so I made skills appear as cards for easy selection. It's not a card game, though some skills can change the tide of battle. When selecting cards, time in battle flows at 1% bullet time.
3.The game focuses on character selection and cultivation. Only those with high talent can go far. Players can recruit characters with good relationships to join them. Different races have different leveling methods. The higher a sect's reputation, the more visitors it attracts, so early on, players should recruit from surrounding towns.
4.The island serves as the player's home or sect and can be developed. Inside, players can forge items, practice alchemy, and interact with companions.
5.Players can explore and attack other locations, including towns and sects, and may be attacked by other sects.
6.Companions. have expenses, so players need to earn money to avoid bankruptcy.
7.As buildings increase and levels rise, players can unlock portals to other states and even realms, each with different monsters, rules, and loot.
8.Finding other tails and challenging the gods from Shan Hai Jing is the game's main storyline, if it has one.
9.Each tail has different but powerful skills, and each tail represents a save file. You can learn other tail's skills by only defeat that tail. Don't forget it, it is all your save data.

Inspiration:
Hello, everyone! I'm the developer, LouisWu. This game originated from a dream I had two years ago. I dreamt I transformed into a nine-tailed fox being chased by cultivators. While dodging them, I also tried to catch fox pups (ironically, I'm male). I woke up with vivid memories of the dream and recorded everything I could remember. Later, I decided to pause the development of a sailing game and create this one.

Adult Content Disclaimer:
The game may contains some extremely simple dialogues for flirt and procreation. Few demon characters may have female or human body characteristics. Few human outfits look like bikinis may be somewhat sexy, and some nine-tailed fox characters may be sexier. This game has no sexual assault/non-consensual sex, and no drug or alcohol abuse.",0
127,1987280,Arth Island,"Arth Island is a unique sandbox game, the mix of Don't starve and Terraria and some RPG elementsExplore a random generated world populated by dangerous creatures, build a acamp, gather resources, and craft all the items, weapons, and potion you needYOU ARE IN A PROCEDURALLY GENERATED WORLD AND EVERYTHING IN IT IS BREACHABLE OR COLLECTABLETAKE ADVANTAGE OF THIS TO SURVIVE THE COLD AND DANGEROUS NIGHTSCOLLECT RESOURCESCollect the basic resources to be able to make the ax and cut down the trees and the pickaxe to break the stonesTo extract the flesh and bones of enemies and dead animals, select the empty space in the inventory and press Space to grab and place it in the grinderEVOLUTIONhand-to-hand combat?, a shower of arrows on enemies? Or would you rather burn them with magic?you choose which skill to perfect3 starting weaponsAttack cadence affects all 3 classes and can be found in the talent tree",72
128,1987290,Mebula,"Hello Master!Mebula is a fantastical world where players can catch monsters called “Mebulies”, train them and compete against each other. Experience a journey into foreign lands and fight against your friends, NPCs or defeat the elite of the Mebula world in glorious battles. Explore this world and master many quests.Train your Mebulies and let them become great heroes. Play your game as you want it and get great rewards.Everything Has A BeginningTo start you can choose between the plant Mebuly ""Sproutly"", the fire Mebuly ""Flambini"" and the water Mebuly ""Drizzlet"". Then you can start! Master Shin, a former Grand Master of Mebula, will assist you during your first steps. You will have to fight a fight with his student Daisuke and have to explore a few places on the starting islands and then fight a fight against the former champion himself.The Great Adventure Starts!Enter the world, fight your challengers and become stronger. The goal is not only to start with your Start-Mebuly and your first friend ""Sparokeet"". You need new team mates! Look for special places and look for other Mebulies there. A special volcanic crater or a hidden coastal section could harbor them! Train with your team to make it stronger, teach them new attacks, and then travel more areas with other Mebulies.Find the Challenge!As soon as you feel strong enough, compete against your friends or members in matches! Whether you need to train even more or take other Mebulies into your team, to become even stronger, will show up! Your strategy will never be perfect, someone will always try to defeat you with a new strategy!What Will the Future Bring?The disturbances of the Mebus, the most mythical of all Mebulies, are already visible. The large cloud serpent was very rarely seen by humans. But where it appears, there are great storms. Will the Mebu soon show up above Mebula?",1566
129,1987300,Class Five Memorial GAME Soundtrack,"This is a good game music. You can purchase this soundtrack to support me to continue to update, the soundtrack includes a piece of electronic music that I composed myself",
130,1987320,Super Nano Blaster Soundtrack,"Super Nano Blaster Original Soundtrack, composed by Sylvain Guerrero, includes 22 tracks.",
131,1987330,Cyberpoly,"SummaryOpen-world, third person shooter, and RPG set in the Dark City — a dangerous city dominated by money, crimes, and illegal trades. You play as a mercenary which take missions, work in secondary jobs, build a prestige, and unlock upgrades.GameplayThe game tells a story in a futuristic city full of characters to talk to, quests to complete, and interactable items. Story is told throughout missions that will target enemies to kill, locations to be explore, and characters to be talk to!Weapons and UpgradesIn the city our player will find stores and vending machines to buy weapons, ammo, and upgrades! In the vending machines you can buy ammos for your weapons. Stores will unlock you new weapons and new upgrades with money!QuestsHelp your gang to protect or destroy the city. Your decisions will influence how the characters behave in the future missions! The world is divided in 4 sections. Each section has a group of gangs that control it.CollectablesExploring the open-world to discover new places and collect hidden quest items! Around the map you will find items to be collected, such as boxes of robot parts, and military case with secret documents!",15
132,1987350,Seasons,"Take a journey through the Seasons

Seasons is a 2D platformer designed to appeal to anyone, if you fancy just collecting all the tokens and exploring every part of the game to discover all of its hidden areas. Or if you are a competitive player who wants to post times on our global leader board to compete with your friends. Seasons has you covered.

- 48 Levels to conquer over 4 seasons
- Speed Run leader boards to challenge your friends or take on the world.
- Player customisation with new items to unlock as well as achievements to obtain.",242
133,1987370,Demon Speakeasy Soundtrack,"Devil Bartender -Original Soundtrack-This is Devil Bartender's original soundtrack, including mp3 and wav formats.Contains 11 music content, the copyright of the song comes from Shiina Shenyu, and the creator's license has been obtainedAttentionThis additional content only includes 11 original music-only content for Devil BartenderOther songs used in the game are not included in this extraList of tracks",
134,1987420,Call Sign is Magic Liner,"Call Sign is Magic Liner is an old school Shmups with a new twist. Players can leave lines on the paths they move. By drawing a circle with these lines, the player can call out a magic circle that shoots powerful lasers. In other words, movement is a strategic action that combines avoidance and attack.",168
135,1987430,Circadian Dice Demo,"A cosmic entity has twisted time into an endless cycle. By observing the repeating patterns, the entity intends to destroy all uncertainty and ultimately control reality.In Circadian Dice, you control a group of heroes that have managed to step outside this unnatural cycle, and are now setting out to find and destroy its source. You will need to overcome a series of skirmishes by upgrading your dice to bend chance in your favor, and strategically using your limited resources to defeat your enemies. While the heroes and their dice are restored to normal after each scenario (whether they die or succeed), any upgrades, relics, abilities, and modifiers that you have unlocked persist - so your arsenal is constantly improving! The better you perform in battle, the quicker you will build your arsenal and progress through the game towards your ultimate goal to break the loop and save the universe.In this demo you can play as three of the heroes from the full game, each with 11 different abilities. Four scenarios and 15 relics are also available. The list below shows the features of the full game!Full Game FeaturesA game about probability manipulation and combo crafting: shape 6-sided dice into weapons of destruction, generators of wealth, magic conduits, or stat-boosting machines!13 scenarios, available in Normal and Hard Mode. In Hard Mode, each scenario is significantly changed with new enemies, secrets, and challenges!Built for quick pick-up-and-play sessions: each scenario takes between 10 and 30 minutes to play, and is designed as a stand-alone challenge.Unlockable end-game modes such as an endless randomized scenario, and a campaign mode that provides a more traditional, long-term roguelike experience.10 different heroes with unique characteristics and play styles.60 unlockable and equippable Relics that provide your hero with new abilities, change your stats, and give you game-warping bonuses.110+ different abilities that strengthen your hero, manipulate your dice, or damage your enemies.A semi-random upgrade mechanic for each scenario and hero, that ensures new combo opportunities every time you play.66 enemies and 27 bosses, each with different characteristics and abilities.(Almost) every enemy can be captured in your dice to give you bonuses and new attacks based on the enemy's attributes!Rare random enemy mutations that can either make your adventure harder, or be turned to your benefit.High replayability: random mutators, semi-random upgrade opportunities, and near-infinite combo possibilities makes each run of a scenario unique!Lots of secrets to discover.Extensive tooltips for every element in the game help you learn and strategize.",
136,1987460,黑帝斗者 Demo," The official version is quite different from this demo. You can experience new content by purchasing the official version.  story background [/]This is a story about the adventures of the brave. The war of the gods in the past reduced the world to a demon world, and the continent was dominated by Hades.The brave man wakes up from his deep sleep and embarks on the way to find the gods and find himself. gameplay [/]This is a game with certain rogelike elements. The rogelike mode will be updated later.The game map is composed of small squares, through which we can explore unknown places. You may also encounter different monsters and random events.The round combat system adopted in the game takes breaking shield as the core. The monster has a layer of armor. The number of armor layers of the enemy can be broken by attack or magic.When the enemy's armor layer becomes 0, it is in the shield breaking state. In the shield breaking state, you will hit more damage. multiple monsters [/]There are abundant monsters and seven different styles of boss wars on the map. Each boss has a unique fighting mechanism and playing method. Of course, you can also pass level rolling or props to win the battle. In a powerful boss battle, the shield breaking mechanism is an important strategic means. You need to observe the enemy's shot and singing time, and reasonably allocate physical strength and magic value.Physical strength: used for power accumulation attack or magic. The attack command after power accumulation will hit multiple segments of damage. The magic command after power accumulation will hit higher damage. Magic value: when dealing with the boss, if the enemy is magic armor, you need to beat magic damage rhythmically to break the shield, but you should master yourselfWhen your magic value is empty, you can fill your magic value back and forth through defense.Defense mechanism: when facing the enemy's powerful moves, you can defend. Defense will provide you with 50% damage reduction by default.Anger skill: attack or magic damage will accumulate anger value. When the anger value is full, you can use anger skill, which will be a full screen second kill skill. random event [/]Players will play a boy with amazing boxing skills in the game, constantly defeat the enemies in the game and kill hell on the way of exploration and round based combat.In the world view of this game, Hades, the king of the underworld, steps into the world with his army, and the player will play a role similar to the savior to defeat the enemy and save the world. about us [/]Gu QingquanQq：753128402Qingquan personal game studioQQ group: 588184539Station B: https://space.bilibili.com/388243661More games: Soul Song of Xizhou townSteam search Qingquan studio",
137,1987470,Gem Setter,"Gem Setter is a block sliding puzzle game about moving ice in an abstract world. In each level, reach the goal by sliding from wall to wall, connecting and disconnecting from ice blocks to change your shape. These blocks enable a wide range of puzzling scenarios, allowing you to navigate odd spaces, avoid traps, and open new pathways.You'll explore an elegantly designed set of over 70 levels, which explore a variety of unique interactions made possible by the game's ice mechanics. Once you've mastered them, you can create your own puzzles with the built-in level editor and upload them to the cloud to challenge your friends. What sort of fun contraptions and creations will you come up with?To compliment the simple but rich mechanics, Gem Setter features a clean, colorful visual style and a smooth, enveloping soundtrack that will carry you all the way to chillville.Gem Setter is the perfect puzzle game for when you need a relaxing, cute experience to ease yourself out of a nice day, or a deeper, hand-crafted challenge to give your mind a workout, or even an unusual creative outlet to express your ideas.",336
138,1987480,勇者与亡灵之都,"东之大地弥漫着浓雾，死者们再度苏醒。
战争，战争，无尽的战争。
现在是胜者们付出代价的时候了。
你是一位来自罗伯里亚王国的勇者，你要终结这场由【亡灵之都】凡尔顿王国带来的灾难。
或者..........这其实并不重要？

希望你能斩断这悲哀的轮回。",0
139,1987490,Save All Monsters!,"The gameSave All Monsters! is a puzzle game where you have to place all the monsters in safe squares before the time ends! Analyze the chess-like attack patterns of weapons to avoid danger. Use resistant monsters to protect normal monsters from ranged attacks! Keep social distancing with bomb monsters! Discover and save all the monsters! This game is a mixture of elements from traditional games like chess or minesweeper, with the fast-paced strategical thinking imposed by the time limit, along with managing an inventory of characters with different abilitiesWhen playing a level, analyze the weapons (and their influence area), the free squares, and the monsters in your inventory. To beat a level, all monsters need to be safely placed in the level before the time ends. If any monster is defeated or is not placed when time ends, you lose. While normal monsters can't stand a single hit, spiky monsters can resist as many attacks as spikes they have. Use them to protect other monsters from attacks that cover multiple squares. As you advance in the game you will unlock additional types of monsters, such as the bomb monster, whose blast can neutralize anything nearby, including monsters! A safer alternative to disable nearby weapons is the inhibitor monster. Also be careful with thief monsters, since they remove the special abilities of monsters nearby!The game includes 3 worlds with 8 levels each, with increasing difficulty and size. Each level has multiple grid rotations to make it more replayable and emplace recurring players to keep thinking logically instead of memorizing key spots. You will start avoiding boxing gloves, to later face the threat of flamethrowers, beam turrets and electric weapons!Development storyThe gameplay concept of Save All Monsters! (placing characters in a grid with weapons that can attack them before the time ends, with the presence of multiple character types like resistant ones) dates back to 2014, and was conceived by the author of this game, Albert Espín. He started implementing a game based on this concept but eventually moved to another project. In 2016 he proposed this idea to develop a small 2D Android game (at that time though, the characters were robots, not monsters, with simpler 2D graphics) at university. Albert and other students made that robots game, which was praised by early testers due to its engaging gameplay, and obtained the maximum score of the course. Nevertheless, it was never released for Android, although in 2017 Pau Sanchez made a web version of it. In 2021, Albert decided to create a new game based on the original game mechanics conceived in 2014, but this time using 3D graphics and Unreal Engine, instead of Android-specific tools, and monsters instead of robots. The resulting game is Save All Monsters! While Albert programmed and designed this game alone, some ideas are based on Pau's web version of the robots game (such as a character ability that insipired the thief ability, or the usage of different level grid rotations). Thanks to Pau's consent to the usage of those ideas here, the current game was made more engaging.Enjoy playing the game!",1
140,1986570,World of Tanks — Stealthy Threat Pack,"This Bundle Contains:Tier III Premium German 43 M. Toldi III light tankGarage slot100% trained crew (commander with Sixth Sense)3 days of WoT Premium account Bundle Description: Finding this tank on the battlefield might be a hard task for your opponents. Meet the 43 M. Toldi III, a Tier III Premium German light tank that comes with the DLC “Stealthy Threat”! Concealment and Speed: This vehicle is among the top-5 stealthiest Tier III light tanks, with excellent stationary and moving camo values. This will allow you to remain invisible to the enemy vehicles while revealing their positions to your allies, as well as to perform sudden surprise attacks on the unsuspecting opponents. This is where vehicle’s good maneuverability comes in handy: even though the top speed is quite average for a light tank of its tier, you are still able to perform dynamic plays for flank attacks or circling more cumbersome enemy tanks.Firepower: The 43 M. Toldi III gun penetration values of 64/80/20mm are decent for a light tank, and its ammo rack holds 150 shells, meaning that even in prolonged battles you don’t have to worry about running out of ammunition. However, the tank does not boast a high DPM and therefore is bound to play a support role in the battle, using its great camo rating for passive spotting and helping allies to finish off the opponents.Protection: Keep in mind that the 43 M. Toldi III is a light tank, and just like most light tanks it has a rather mediocre armor and an average HP pool of 410 HP, so try to stay stealthy and avoid enemy shots.  This package also includes 3 days of WoT Premium account, that will help you to progress faster in the game by providing a variety of extra bonuses, such as more Credits and XP earned in battles, applicable modifier to XP, Premium missions, one more slot for excluded maps and more. DLC can be added to your World of Tanks account only once.You will be able to use this DLC only if you play from the game account created on Steam.",
141,1986610,Spacelines from the Far Out Digital Artbook,A FAR OUT CREATIVE COMPENDIUMOver 200 pages offering an in-depth look at the creative process behind the art style of this retro-futuristic space odyssey!,
142,1986620,Mortmentum,"Beat My Highscore, I Dare You.But like, this shit ramps up quick. Five types of enemies, deadly lasers, your own incompetence and only a grappling hook and physics to deal with it. Good luck :PGet creative and improve your control, dodge between enemies with more precision than it takes to do surgery on a grape, grab hold of an enemy and use their own laser to kill everyone else or go with the classic and slam your foes into the ground or each other. That's a least like, 3 possibilities (maybe more, I'm bad at math).Simple description:You play as a ball with a grappling hook in a small arena. You get points by destroying other shapes, where the shape corresponds to what they do (the triangles shoot lasers). The more points you have, the more difficult the game becomes and when you die, you try again from the beginning. You destroy shapes by grappling them and flinging them at walls or other hard objects.",1071
143,1986630,Royal Legends: Raised in Exile Collector's Edition,"Lust for power blinds and makes people do horrible things. Act cautiously - a traitor is closer than you think. Parents and children often differ in opinion. But what would you do on learning that your child is going to betray you? King Richard faces a dilemma: he either waits for the horrendous moment to come or tackles the problem. With a heavy heart, he banishes his son. Years pass by, and the king catches an unknown disease. Did the child return to fulfill his destiny, or was it anyone from the inner circle? You're a magic supervision adviser - solve tricky puzzles and unravel the royal court's secrets. The kingdom's destiny is in your hands - handle it with care. Gather your wits for an unforgettable detective story in this pulse-pounded new Hidden-Object Puzzle Adventure!

This Collector's Edition includes: 

Use both your ingenuity and knowledge of magic to discover the mystery hidden behind the royal castle walls.
Learn the history of the royal family and show people their true colors.
Explore 33 amazing locations!
Hit the poisonous trail leading right to the king's past to save his present in the Bonus Chapter!",126
144,1986650,Cryospace: Prologue,"You are not a soldier. Not a fighter. Just an ordinary maintenance guy caught in the midst of strange events. Yet you have to fight. And you are forced to run. But above all: you must help frozen crew members survive on a spaceship in the middle of nowhere. You are the only one who can save others from death or eternal cryo-sleep. You are made a hero against your will. You become a leader. A slayer.Only really careful and fast will surviveA massive starship navigates through outer space, far from all planets, other vessels, or celestial bodies. On its deck, in cryogenic sleep, future colonizers, workers, soldiers, and... something else waits.Key Features:Explore the shipwreck, find supplies and help other survivorsSolve puzzles, avoid trapsEliminate strange alien creatures in different waysUnfroze a few unlucky souls that may help you solve the mysteryGame features:Exploration and resourcesThe big and beautiful spaceship became a dangerous wreck. It now looks more like a tomb than a vessel full of future colonists. You have to carefully investigate different parts of “Ascendancy”, looking for clues and resources. The most important is oxygen, of course - without O2 you will be dead in a few minutes. Batteries are also more than useful because you need them to power your flashlight, which starts flickering when cells are almost empty. And then it will be completely dark…Engaging storyObviously, your survival is the most important quest you are undertaking. But to live through, you have to solve the mystery: What took place on the space vessel that should transfer the colonists to the distant world? What happened to the crew? Who are these strange creatures that roam the shipwreck? And where are you - in which part of space?Different strategies of survivalThe shipwreck roams with strange and nasty creatures. There are slow ones, stupid ones, fast ones, smart ones, and armed ones (to name a few). You have to eliminate some of them - you may shoot, use mines, or makeshift traps. But most of the time you must avoid those critters or outrun them, employing wits and stealth and counting on luck. Just keep in mind the amount of oxygen you have - the lack of it may kill you…But the best one is to RUN!Other poor soulsFortunately, there are other poor souls on this wreck floating in space. And you - just a normal maintenance guy - you may use them. Some of them you can wake up and they will help you in the best possible way, depending on abilities they have. Others will go on sleeping, waiting for better days. Remember that you need oxygen for those who join you - and three people use more O2 than one… So you have to evaluate if the help is more valuable than the used oxygen?Remember: on a spaceship your enemies can always hear you scream…",0
145,1986660,Roots of Tomorrow - Beekeeping,"This Beekeeping DLC will allow you to install beehives on all farms of the base free game.This DLC unlocks the following features :New Research :In all regions, the beehives are unlocked through the already existing Biodiversity research.New infrastructure and actions: The Hive: A new building site for ""Hive"" will become availableOnce installed, you will can perform the following new actions: Improve: Expansion & Biomonitoring. Colonization: Lay a queen in the hive for a colony to develop (possible action from March to September)Harvest: The honey harvest is possible from August to October.Maintenance: Cleaning the hive prevents disease and increases the yield of the colony (possible action from November to February.New items to buy in the marketTo take care of your new hive, it will be essential to acquire these new items available on the market: Beekeeper KitSmokerCentrifuge BUY A DLC = SAVE THE BEESBecause Roots of Tomorrow is a game about agroecology, it was important to us to support the preservation of biodiversity.This is why part of the income generated by the sales these DLCs will be donated to the non profit “Un toit pour les abeilles” (“A roof for bees”)“Un Toit Pour Les Abeilles” is a network of nearly a hundred beekeepers who campaign for artisanal, local and bee-friendly beekeeping. For more than 10 years, the beekeepers of the network have been committed to safeguarding the bee, in particular through the sponsorship of beehives.",
